ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore
7117,8991.00,330.00,432.00,329.00,488420.00,131873.40,356546.60,1914.02,742
7118,9923.00,481.00,405.00,262.00,234817.00,37570.72,197246.28,1447.32,563
7119,8668.00,250.00,431.00,303.00,357639.00,21458.34,336180.66,2466.77,531
7120,8012.00,248.00,369.00,287.00,479581.00,57549.72,422031.28,1779.30,839
7121,8256.00,425.00,469.00,347.00,322899.00,22602.93,300296.07,2203.47,531
7122,4989.00,376.00,433.00,372.00,444949.00,62292.86,382656.14,1613.29,801
7123,9204.00,459.00,414.00,363.00,354937.00,70987.40,283949.60,1197.14,750
7124,2867.00,229.00,479.00,417.00,383635.00,80563.35,303071.65,1277.76,799
7125,7173.00,205.00,434.00,443.00,392889.00,27502.23,365386.77,1540.49,812
7126,4112.00,438.00,488.00,348.00,238100.00,52382.00,185718.00,996.97,725
7127,7651.00,271.00,352.00,396.00,499055.00,49905.50,449149.50,3295.70,515
7128,2818.00,336.00,406.00,417.00,316839.00,50694.24,266144.76,1952.88,555
7129,2936.00,412.00,457.00,262.00,499541.00,49954.10,449586.90,3298.91,799
7130,4503.00,250.00,459.00,241.00,267089.00,64101.36,202987.64,969.09,766
7131,8593.00,326.00,468.00,300.00,402737.00,24164.22,378572.78,2518.65,618
7132,9450.00,412.00,392.00,315.00,459580.00,82724.40,376855.60,1799.17,796
7133,4104.00,347.00,365.00,445.00,244500.00,56235.00,188265.00,793.73,818
7134,9231.00,435.00,415.00,421.00,251300.00,37695.00,213605.00,1146.68,701
7135,4017.00,244.00,466.00,330.00,314945.00,81885.70,233059.30,1710.11,501
7136,2833.00,228.00,459.00,352.00,457055.00,54846.60,402208.40,1695.73,808
7137,2405.00,247.00,497.00,232.00,414019.00,91084.18,322934.82,2369.58,587
7138,7983.00,476.00,447.00,337.00,246841.00,61710.25,185130.75,1358.42,530
7139,5147.00,216.00,412.00,372.00,282617.00,36740.21,245876.79,1635.82,617
7140,2992.00,233.00,476.00,341.00,443585.00,22179.25,421405.75,2011.86,778
7141,3103.00,483.00,434.00,241.00,479903.00,129573.81,350329.19,2570.59,540
7142,7014.00,445.00,425.00,297.00,463313.00,69496.95,393816.05,1880.14,765
7143,6151.00,401.00,393.00,282.00,435194.00,100094.62,335099.38,1412.79,823
7144,9346.00,211.00,451.00,246.00,468824.00,117206.00,351618.00,2108.13,661
7145,2847.00,312.00,417.00,427.00,478537.00,23926.85,454610.15,3335.77,523
7146,8073.00,331.00,444.00,223.00,458554.00,132980.66,325573.34,1747.75,702
7147,9466.00,242.00,366.00,343.00,240575.00,67361.00,173214.00,1270.98,596
7148,6411.00,339.00,442.00,286.00,269891.00,75569.48,194321.52,1292.83,622
7149,6341.00,315.00,473.00,282.00,381826.00,99274.76,282551.24,1191.25,826
7150,4076.00,318.00,387.00,396.00,259470.00,28541.70,230928.30,1384.53,670
7151,8940.00,203.00,436.00,380.00,351615.00,24613.05,327001.95,1378.65,805
7152,9635.00,216.00,421.00,247.00,257579.00,51515.80,206063.20,868.77,806
7153,5792.00,201.00,431.00,244.00,361617.00,86788.08,274828.92,1475.34,720
7154,4694.00,266.00,376.00,340.00,258762.00,69865.74,188896.26,1132.53,670
7155,2581.00,451.00,486.00,340.00,303829.00,30382.90,273446.10,1467.92,718
7156,9613.00,421.00,492.00,300.00,324958.00,42244.54,282713.46,1517.67,707
7157,7615.00,255.00,415.00,377.00,379273.00,91025.52,288247.48,1917.72,614
7158,9934.00,292.00,480.00,267.00,412853.00,90827.66,322025.34,1357.67,823
7159,9014.00,382.00,407.00,372.00,323993.00,68038.53,255954.47,1702.87,632
7160,2240.00,393.00,439.00,420.00,497277.00,124319.25,372957.75,2736.63,546
7161,7368.00,413.00,453.00,233.00,479573.00,28774.38,450798.62,3307.80,541
7162,8594.00,291.00,487.00,411.00,412665.00,82533.00,330132.00,2422.39,546
7163,7834.00,419.00,360.00,304.00,333737.00,36711.07,297025.93,1418.05,762
7164,9362.00,279.00,410.00,269.00,434739.00,43473.90,391265.10,2345.83,677
7165,6700.00,357.00,423.00,414.00,432926.00,47621.86,385304.14,1624.46,832
7166,3163.00,451.00,419.00,293.00,278927.00,75310.29,203616.71,1494.07,580
7167,8135.00,246.00,411.00,280.00,378566.00,90855.84,287710.16,1544.49,701
7168,9020.00,421.00,379.00,330.00,370419.00,107421.51,262997.49,1411.83,718
7169,2052.00,424.00,389.00,265.00,474893.00,113974.32,360918.68,1521.65,801
7170,5199.00,314.00,463.00,295.00,413496.00,37214.64,376281.36,2503.41,605
7171,9474.00,357.00,372.00,270.00,284284.00,62542.48,221741.52,1329.45,687
7172,5032.00,332.00,389.00,371.00,412404.00,98976.96,313427.04,2299.82,533
7173,9138.00,345.00,476.00,440.00,329957.00,32995.70,296961.30,1594.15,736
7174,3431.00,298.00,440.00,413.00,334759.00,90384.93,244374.07,1166.68,762
7175,6324.00,243.00,440.00,303.00,376443.00,37644.30,338798.70,1617.48,781
7176,9997.00,383.00,453.00,275.00,389815.00,81861.15,307953.85,2259.66,543
7177,9345.00,423.00,460.00,257.00,248000.00,34720.00,213280.00,1564.97,531
7178,2297.00,312.00,429.00,294.00,283596.00,34031.52,249564.48,1191.46,763
7179,7322.00,397.00,415.00,326.00,292696.00,67320.08,225375.92,1351.24,665
7180,4082.00,356.00,470.00,222.00,301307.00,42182.98,259124.02,1723.96,632
7181,4064.00,208.00,487.00,328.00,402683.00,56375.62,346307.38,1653.32,792
7182,5120.00,278.00,413.00,364.00,257696.00,51539.20,206156.80,1512.71,511
7183,6045.00,347.00,433.00,309.00,450098.00,54011.76,396086.24,2126.28,729
7184,9637.00,365.00,421.00,436.00,281126.00,30923.86,250202.14,1194.50,797
7185,4891.00,322.00,425.00,297.00,259230.00,54438.30,204791.70,1227.83,667
7186,8859.00,445.00,467.00,338.00,450437.00,103600.51,346836.49,2544.96,584
7187,9971.00,285.00,447.00,325.00,253210.00,60770.40,192439.60,1153.77,679
7188,6653.00,364.00,499.00,356.00,393061.00,74681.59,318379.41,2336.16,562
7189,8265.00,339.00,424.00,207.00,313527.00,40758.51,272768.49,1150.00,824
7190,3932.00,214.00,368.00,327.00,451110.00,22555.50,428554.50,2300.57,706
7191,9240.00,460.00,393.00,232.00,231989.00,32478.46,199510.54,1463.94,572
7192,3598.00,348.00,370.00,389.00,417312.00,54250.56,363061.44,1530.68,829
7193,5528.00,247.00,396.00,332.00,401081.00,68183.77,332897.23,2442.68,559
7194,5917.00,488.00,367.00,410.00,469263.00,126701.01,342561.99,1444.26,810
7195,2838.00,444.00,469.00,387.00,329917.00,69282.57,260634.43,1912.44,511
7196,9890.00,494.00,496.00,341.00,337291.00,20237.46,317053.54,2326.43,503
7197,2897.00,378.00,450.00,252.00,464611.00,134737.19,329873.81,1390.76,846
7198,5311.00,425.00,391.00,292.00,296508.00,77092.08,219415.92,1610.00,588
7199,2234.00,494.00,400.00,448.00,390618.00,31249.44,359368.56,1515.11,820
7200,7116.00,271.00,482.00,445.00,454853.00,68227.95,386625.05,1845.81,773
7201,4398.00,487.00,367.00,228.00,496771.00,134128.17,362642.83,1731.31,770
7202,9708.00,396.00,493.00,290.00,416600.00,49992.00,366608.00,1968.03,706
7203,9974.00,216.00,454.00,204.00,429688.00,34375.04,395312.96,2900.67,560
7204,3651.00,205.00,472.00,331.00,477836.00,47783.60,430052.40,2861.15,609
7205,2391.00,474.00,454.00,435.00,453955.00,90791.00,363164.00,2416.14,615
7206,6732.00,383.00,375.00,405.00,462158.00,50837.38,411320.62,1734.14,839
7207,5509.00,371.00,470.00,207.00,255856.00,15351.36,240504.64,1148.21,786
7208,2057.00,395.00,489.00,338.00,296850.00,80149.50,216700.50,1299.23,697
7209,9655.00,492.00,462.00,419.00,419978.00,104994.50,314983.50,2311.24,553
7210,8385.00,250.00,401.00,203.00,415421.00,58158.94,357262.06,2376.87,618
7211,3903.00,284.00,367.00,374.00,401691.00,68287.47,333403.53,2218.14,615
7212,7967.00,253.00,358.00,356.00,480003.00,67200.42,412802.58,1970.78,764
7213,6792.00,481.00,375.00,397.00,421743.00,29522.01,392220.99,2105.53,720
7214,6831.00,218.00,480.00,285.00,468235.00,121741.10,346493.90,2077.41,677
7215,8065.00,494.00,469.00,413.00,447274.00,93927.54,353346.46,1489.72,812
7216,3346.00,461.00,351.00,233.00,399938.00,47992.56,351945.44,1680.24,793
7217,4492.00,458.00,486.00,399.00,422253.00,21112.65,401140.35,2405.04,677
7218,4391.00,212.00,447.00,442.00,433456.00,112698.56,320757.44,1531.35,760
7219,5861.00,458.00,482.00,419.00,425768.00,85153.60,340614.40,1626.15,788
7220,5186.00,316.00,367.00,306.00,324789.00,19487.34,305301.66,1830.44,683
7221,7391.00,394.00,466.00,220.00,369388.00,99734.76,269653.24,1287.37,785
7222,9046.00,258.00,438.00,286.00,387433.00,23245.98,364187.02,2672.28,528
7223,9576.00,203.00,432.00,284.00,286359.00,57271.80,229087.20,965.84,849
7224,4799.00,359.00,492.00,264.00,450359.00,76561.03,373797.97,2742.80,506
7225,9099.00,390.00,475.00,294.00,349052.00,20943.12,328108.88,1967.18,685
7226,7195.00,452.00,463.00,374.00,460829.00,73732.64,387096.36,2840.38,501
7227,3650.00,404.00,408.00,353.00,258003.00,18060.21,239942.79,1145.52,789
7228,9940.00,381.00,380.00,225.00,388944.00,108904.32,280039.68,2054.83,552
7229,4732.00,452.00,493.00,274.00,361253.00,39737.83,321515.17,1927.65,660
7230,3913.00,245.00,398.00,210.00,357979.00,42957.48,315021.52,2095.85,635
7231,9761.00,326.00,404.00,401.00,356007.00,71201.40,284805.60,1707.55,688
7232,3581.00,424.00,353.00,431.00,269454.00,64668.96,204785.04,1502.64,553
7233,2848.00,321.00,396.00,408.00,282577.00,39560.78,243016.22,1783.17,521
7234,3374.00,292.00,449.00,226.00,411969.00,119471.01,292497.99,1570.19,741
7235,7927.00,344.00,356.00,334.00,498257.00,109616.54,388640.46,2585.63,604
7236,2108.00,435.00,371.00,398.00,304215.00,15210.75,289004.25,1379.75,787
7237,6168.00,203.00,428.00,322.00,423761.00,42376.10,381384.90,2047.36,738
7238,8314.00,459.00,393.00,257.00,473066.00,61498.58,411567.42,2209.38,734
7239,5376.00,416.00,359.00,339.00,408476.00,53101.88,355374.12,1498.27,802
7240,5352.00,464.00,470.00,331.00,430381.00,51645.72,378735.28,1596.76,809
7241,9408.00,268.00,420.00,260.00,459696.00,59760.48,399935.52,1686.14,800
7242,3134.00,429.00,469.00,219.00,419633.00,109104.58,310528.42,2278.55,592
7243,6105.00,257.00,365.00,388.00,471097.00,28265.82,442831.18,3249.34,537
7244,5707.00,222.00,477.00,259.00,335152.00,93842.56,241309.44,1017.37,831
7245,4893.00,496.00,458.00,284.00,489396.00,58727.52,430668.48,1815.72,818
7246,3948.00,443.00,420.00,321.00,406817.00,65090.72,341726.28,1834.46,721
7247,8955.00,453.00,484.00,305.00,486098.00,48609.80,437488.20,2088.64,755
7248,6824.00,491.00,477.00,253.00,295924.00,82858.72,213065.28,898.29,832
7249,6643.00,364.00,439.00,348.00,466085.00,135164.65,330920.35,1776.45,748
7250,8137.00,238.00,491.00,401.00,465721.00,74515.36,391205.64,2870.53,552
7251,4142.00,395.00,471.00,315.00,498609.00,104707.89,393901.11,2114.55,746
7252,6135.00,211.00,365.00,446.00,362475.00,36247.50,326227.50,2170.40,610
7253,3931.00,343.00,369.00,215.00,333594.00,40031.28,293562.72,1237.67,844
7254,2994.00,217.00,453.00,332.00,392098.00,47051.76,345046.24,1647.30,787
7255,5907.00,258.00,403.00,386.00,297489.00,68422.47,229066.53,1523.99,625
7256,6806.00,255.00,441.00,241.00,451902.00,27114.12,424787.88,2826.12,617
7257,9096.00,426.00,374.00,379.00,493429.00,54277.19,439151.81,3222.34,572
7258,5122.00,438.00,459.00,212.00,274583.00,16474.98,258108.02,1717.20,630
7259,2330.00,374.00,448.00,344.00,260912.00,75664.48,185247.52,1110.65,685
7260,3462.00,478.00,382.00,300.00,448162.00,94114.02,354047.98,2597.88,572
7261,4852.00,250.00,398.00,362.00,360885.00,28870.80,332014.20,2208.90,626
7262,4348.00,439.00,419.00,445.00,459735.00,119531.10,340203.90,1434.31,847
7263,9808.00,447.00,377.00,206.00,425718.00,34057.44,391660.56,2605.73,639
7264,6984.00,404.00,377.00,434.00,251888.00,55415.36,196472.64,828.34,835
7265,3473.00,318.00,482.00,300.00,335031.00,43554.03,291476.97,2138.75,521
7266,7082.00,458.00,390.00,444.00,409512.00,53236.56,356275.44,2370.31,628
7267,7829.00,298.00,445.00,229.00,337815.00,16890.75,320924.25,1353.03,846
7268,4470.00,270.00,423.00,339.00,449157.00,53898.84,395258.16,2369.77,695
7269,4029.00,457.00,405.00,411.00,372841.00,104395.48,268445.52,1609.47,600
7270,9054.00,455.00,369.00,279.00,462020.00,120125.20,341894.80,2049.83,667
7271,7678.00,473.00,353.00,215.00,493962.00,64215.06,429746.94,2051.68,761
7272,9522.00,202.00,369.00,259.00,426707.00,123745.03,302961.97,1816.41,685
7273,5020.00,392.00,391.00,299.00,436484.00,48013.24,388470.76,1637.81,808
7274,2865.00,450.00,441.00,200.00,322229.00,16111.45,306117.55,1835.33,658
7275,4019.00,459.00,485.00,386.00,423044.00,63456.60,359587.40,2638.52,510
7276,8891.00,219.00,447.00,346.00,428886.00,34310.88,394575.12,2365.68,694
7277,5017.00,358.00,358.00,257.00,484289.00,82329.13,401959.87,2949.44,520
7278,2468.00,288.00,371.00,303.00,435723.00,39215.07,396507.93,2909.43,549
7279,7808.00,298.00,473.00,264.00,428536.00,124275.44,304260.56,2024.25,646
7280,8251.00,272.00,484.00,411.00,386522.00,88900.06,297621.94,1980.09,607
7281,8778.00,377.00,443.00,408.00,232212.00,58053.00,174159.00,734.26,802
7282,4863.00,413.00,358.00,399.00,308308.00,33913.88,274394.12,1310.00,767
7283,6838.00,400.00,359.00,286.00,450726.00,117188.76,333537.24,1999.72,685
7284,5822.00,285.00,402.00,388.00,329633.00,26370.64,303262.36,1447.82,794
7285,8203.00,228.00,479.00,419.00,496122.00,138914.16,357207.84,2141.64,662
7286,3380.00,288.00,497.00,413.00,381316.00,110581.64,270734.36,1453.36,740
7287,4121.00,207.00,465.00,269.00,398859.00,67806.03,331052.97,1777.16,749
7288,7545.00,244.00,483.00,273.00,414187.00,45560.57,368626.43,2452.48,646
7289,2688.00,469.00,384.00,305.00,255604.00,63901.00,191703.00,915.22,751
7290,3041.00,457.00,433.00,364.00,338719.00,67743.80,270975.20,1142.44,829
7291,5159.00,310.00,418.00,243.00,292398.00,23391.84,269006.16,1789.70,606
7292,8515.00,498.00,419.00,378.00,284240.00,51163.20,233076.80,1710.23,521
7293,6147.00,466.00,468.00,350.00,442566.00,26553.96,416012.04,2233.24,726
7294,6809.00,368.00,373.00,439.00,275568.00,33068.16,242499.84,1613.36,623
7295,5326.00,492.00,494.00,449.00,408919.00,61337.85,347581.15,2083.92,697
7296,4165.00,456.00,439.00,415.00,496006.00,89281.08,406724.92,2183.39,701
7297,9119.00,259.00,421.00,202.00,480242.00,139270.18,340971.82,1627.85,754
7298,5861.00,327.00,454.00,252.00,328926.00,59206.68,269719.32,1137.15,837
7299,9825.00,422.00,421.00,302.00,271708.00,65209.92,206498.08,1515.21,527
7300,3806.00,292.00,380.00,354.00,452586.00,108620.64,343965.36,2062.25,678
7301,3079.00,403.00,457.00,280.00,328209.00,42667.17,285541.83,1363.22,758
7302,3320.00,349.00,424.00,307.00,234254.00,30453.02,203800.98,859.23,820
7303,8069.00,419.00,422.00,229.00,265088.00,74224.64,190863.36,804.69,699
7304,8198.00,407.00,383.00,241.00,260063.00,23405.67,236657.33,1574.49,607
7305,7847.00,397.00,396.00,294.00,412284.00,53596.92,358687.08,1925.51,720
7306,2744.00,292.00,476.00,409.00,372345.00,29787.60,342557.40,1838.92,716
7307,8329.00,305.00,427.00,332.00,423199.00,97335.77,325863.23,1373.85,834
7308,8135.00,304.00,386.00,403.00,276838.00,35988.94,240849.06,1767.27,595
7309,5797.00,311.00,455.00,207.00,425333.00,55293.29,370039.71,2218.58,666
7310,3713.00,240.00,471.00,328.00,440342.00,35227.36,405114.64,1934.08,788
7311,9030.00,293.00,415.00,358.00,420768.00,96776.64,323991.36,2377.33,545
7312,7860.00,328.00,406.00,242.00,332833.00,59909.94,272923.06,2002.61,503
7313,6659.00,457.00,451.00,408.00,439440.00,96676.80,342763.20,2055.04,657
7314,2522.00,386.00,381.00,200.00,374344.00,74868.80,299475.20,1262.60,817
7315,3230.00,240.00,465.00,287.00,361049.00,43325.88,317723.12,1516.86,767
7316,5683.00,483.00,465.00,357.00,479574.00,100710.54,378863.46,2271.48,677
7317,8770.00,232.00,494.00,405.00,335094.00,46913.16,288180.84,2114.57,557
7318,5590.00,279.00,433.00,378.00,480694.00,100945.74,379748.26,1601.03,827
7319,3382.00,369.00,484.00,330.00,489261.00,127207.86,362053.14,2656.62,593
7320,3334.00,312.00,394.00,415.00,311959.00,21837.13,290121.87,1385.09,763
7321,9682.00,497.00,452.00,418.00,450181.00,49519.91,400661.09,2939.91,585
7322,7901.00,399.00,467.00,280.00,436458.00,61104.12,375353.88,2250.44,685
7323,6242.00,352.00,386.00,410.00,323528.00,77646.72,245881.28,1635.85,614
7324,3360.00,368.00,477.00,348.00,240565.00,64952.55,175612.45,1168.35,640
7325,2522.00,456.00,473.00,406.00,446964.00,26817.84,420146.16,3082.88,560
7326,3775.00,481.00,371.00,257.00,251088.00,20087.04,231000.96,1102.83,792
7327,6255.00,366.00,370.00,432.00,412519.00,57752.66,354766.34,2603.15,520
7328,6925.00,380.00,361.00,233.00,306755.00,58283.45,248471.55,1823.20,515
7329,4177.00,288.00,391.00,268.00,487819.00,63416.47,424402.53,1789.30,847
7330,5284.00,205.00,498.00,270.00,318003.00,76320.72,241682.28,1018.94,848
7331,2533.00,494.00,429.00,292.00,389031.00,23341.86,365689.14,2683.30,510
7332,4416.00,468.00,480.00,411.00,251198.00,70335.44,180862.56,970.91,741
7333,3408.00,204.00,424.00,280.00,239521.00,16766.47,222754.53,1634.49,559
7334,5746.00,320.00,488.00,366.00,415157.00,37364.13,377792.87,2772.11,539
7335,3831.00,263.00,428.00,255.00,484950.00,121237.50,363712.50,2668.79,554
7336,6694.00,475.00,448.00,301.00,308269.00,21578.83,286690.17,1539.01,704
7337,7989.00,253.00,468.00,237.00,307920.00,18475.20,289444.80,1381.85,766
7338,6377.00,496.00,378.00,244.00,493882.00,113592.86,380289.14,2280.03,662
7339,3125.00,475.00,351.00,246.00,360034.00,90008.50,270025.50,1981.35,526
7340,9186.00,398.00,436.00,445.00,370365.00,18518.25,351846.75,1679.77,751
7341,2707.00,489.00,437.00,213.00,232124.00,37139.84,194984.16,1430.72,537
7342,6188.00,235.00,466.00,416.00,337722.00,54035.52,283686.48,2081.59,554
7343,7416.00,314.00,478.00,445.00,358360.00,35836.00,322524.00,1731.38,736
7344,6388.00,297.00,422.00,354.00,417564.00,33405.12,384158.88,2062.25,710
7345,3974.00,347.00,488.00,227.00,404141.00,101035.25,303105.75,2016.57,614
7346,8795.00,235.00,491.00,277.00,373003.00,26110.21,346892.79,1862.20,706
7347,7398.00,215.00,456.00,291.00,372083.00,104183.24,267899.76,1438.14,734
7348,6007.00,282.00,354.00,407.00,471957.00,80232.69,391724.31,2102.86,726
7349,3465.00,432.00,411.00,399.00,261309.00,60101.07,201207.93,848.30,827
7350,9461.00,215.00,450.00,276.00,316935.00,15846.75,301088.25,2209.28,532
7351,7313.00,363.00,406.00,267.00,296245.00,85911.05,210333.95,1004.17,766
7352,9854.00,248.00,477.00,404.00,354269.00,74396.49,279872.51,2053.61,558
7353,2651.00,468.00,387.00,231.00,437018.00,122365.04,314652.96,2093.39,643
7354,7497.00,399.00,358.00,241.00,301483.00,24118.64,277364.36,1324.18,775
7355,2522.00,288.00,359.00,363.00,276004.00,35880.52,240123.48,1146.39,770
7356,5582.00,314.00,374.00,349.00,262050.00,36687.00,225363.00,1351.17,696
7357,2837.00,386.00,357.00,254.00,387848.00,27149.36,360698.64,1936.31,748
7358,9247.00,368.00,406.00,428.00,412649.00,33011.92,379637.08,2525.73,629
7359,3556.00,423.00,463.00,448.00,313192.00,90825.68,222366.32,1479.41,618
7360,5248.00,314.00,397.00,303.00,287396.00,31613.56,255782.44,1078.39,810
7361,8006.00,215.00,359.00,404.00,392515.00,109904.20,282610.80,1517.12,721
7362,7159.00,234.00,419.00,448.00,388559.00,58283.85,330275.15,2423.44,582
7363,8289.00,483.00,495.00,424.00,472928.00,85127.04,387800.96,2580.05,628
7364,2085.00,372.00,446.00,445.00,463345.00,125103.15,338241.85,2481.90,533
7365,5697.00,440.00,353.00,359.00,300320.00,51054.40,249265.60,1338.11,747
7366,4801.00,408.00,463.00,201.00,430470.00,43047.00,387423.00,2842.77,584
7367,3512.00,490.00,452.00,285.00,347884.00,86971.00,260913.00,1100.02,847
7368,7239.00,261.00,357.00,315.00,406925.00,65108.00,341817.00,2508.13,564
7369,9758.00,498.00,476.00,405.00,382158.00,107004.24,275153.76,2018.98,537
7370,5692.00,428.00,455.00,244.00,370989.00,66778.02,304210.98,1452.35,771
7371,2120.00,394.00,401.00,438.00,333438.00,56684.46,276753.54,2030.72,512
7372,2068.00,206.00,448.00,287.00,335455.00,73800.10,261654.90,1404.62,722
7373,2079.00,314.00,436.00,399.00,418750.00,25125.00,393625.00,1879.23,787
7374,5213.00,287.00,498.00,374.00,392109.00,94106.16,298002.84,2186.64,506
7375,2136.00,437.00,390.00,427.00,276385.00,49749.30,226635.70,1216.63,725
7376,2066.00,407.00,356.00,382.00,257768.00,48975.92,208792.08,1120.84,708
7377,8588.00,384.00,448.00,310.00,254531.00,73813.99,180717.01,970.13,727
7378,4918.00,234.00,473.00,325.00,443614.00,66542.10,377071.90,2508.67,648
7379,2158.00,362.00,354.00,235.00,414134.00,95250.82,318883.18,2121.54,628
7380,3711.00,308.00,470.00,442.00,392269.00,113758.01,278510.99,2043.61,508
7381,2566.00,447.00,494.00,346.00,347445.00,17372.25,330072.75,2421.96,601
7382,2742.00,377.00,370.00,202.00,242788.00,48557.60,194230.40,1292.22,605
7383,3082.00,293.00,443.00,443.00,465761.00,65206.54,400554.46,2401.53,679
7384,2639.00,459.00,473.00,324.00,427320.00,123922.80,303397.20,1628.70,705
7385,2733.00,440.00,405.00,207.00,408538.00,49024.56,359513.44,2637.98,571
7386,7994.00,399.00,409.00,388.00,239734.00,47946.80,191787.20,915.62,776
7387,6195.00,400.00,436.00,304.00,357308.00,64315.44,292992.56,1235.27,846
7388,2247.00,435.00,396.00,325.00,391760.00,113610.40,278149.60,1667.65,652
7389,6000.00,225.00,350.00,375.00,279476.00,50305.68,229170.32,1373.99,680
7390,3779.00,282.00,418.00,421.00,265757.00,53151.40,212605.60,1015.01,769
7391,2145.00,313.00,365.00,228.00,356856.00,35685.60,321170.40,1354.07,837
7392,7053.00,315.00,463.00,449.00,344025.00,48163.50,295861.50,1412.49,760
7393,9017.00,299.00,482.00,372.00,382383.00,26766.81,355616.19,2609.39,540
7394,4491.00,469.00,497.00,407.00,314977.00,88193.56,226783.44,1082.70,795
7395,8790.00,266.00,466.00,362.00,431990.00,90717.90,341272.10,2504.13,579
7396,6375.00,495.00,373.00,297.00,329358.00,82339.50,247018.50,1812.53,561
7397,4969.00,445.00,362.00,335.00,346425.00,62356.50,284068.50,1889.91,627
7398,7133.00,457.00,456.00,286.00,242229.00,26645.19,215583.81,1581.88,551
7399,2460.00,446.00,452.00,227.00,449092.00,71854.72,377237.28,2768.03,584
7400,7741.00,251.00,424.00,247.00,457172.00,86862.68,370309.32,2717.20,650
7401,6791.00,227.00,394.00,348.00,298521.00,77615.46,220905.54,1324.44,658
7402,3102.00,464.00,418.00,241.00,302420.00,15121.00,287299.00,1211.26,813
7403,4265.00,325.00,483.00,273.00,397656.00,107367.12,290288.88,2130.04,522
7404,3252.00,354.00,496.00,440.00,383303.00,88159.69,295143.31,1244.34,833
7405,8272.00,355.00,461.00,449.00,346001.00,38060.11,307940.89,2259.56,524
7406,2338.00,299.00,448.00,231.00,392481.00,27473.67,365007.33,1538.89,844
7407,3629.00,418.00,443.00,375.00,449517.00,53942.04,395574.96,2371.67,662
7408,8139.00,468.00,444.00,322.00,387404.00,69732.72,317671.28,1705.33,704
7409,3453.00,418.00,404.00,336.00,483971.00,106473.62,377497.38,2263.29,698
7410,8789.00,451.00,358.00,262.00,324887.00,71475.14,253411.86,1685.96,612
7411,9412.00,352.00,354.00,448.00,365116.00,25558.12,339557.88,1621.10,759
7412,6145.00,469.00,397.00,420.00,439232.00,96631.04,342600.96,1839.16,708
7413,8132.00,327.00,358.00,354.00,496895.00,24844.75,472050.25,3140.56,619
7414,9325.00,344.00,497.00,309.00,310233.00,74455.92,235777.08,1265.70,713
7415,8393.00,201.00,402.00,332.00,493024.00,34511.68,458512.32,3364.40,576
7416,5105.00,414.00,455.00,257.00,483375.00,101508.75,381866.25,1823.09,768
7417,9076.00,275.00,435.00,410.00,307313.00,24585.04,282727.96,1695.10,681
7418,7726.00,270.00,366.00,351.00,292568.00,49736.56,242831.44,1159.31,774
7419,2542.00,268.00,421.00,332.00,312695.00,34396.45,278298.55,1328.64,649
7420,7093.00,214.00,468.00,360.00,441699.00,83922.81,357776.19,2625.23,521
7421,3212.00,243.00,384.00,316.00,424870.00,72227.90,352642.10,1486.75,849
7422,7281.00,249.00,400.00,387.00,457977.00,128233.56,329743.44,2193.79,632
7423,4742.00,268.00,474.00,216.00,320623.00,44887.22,275735.78,1162.51,816
7424,8485.00,381.00,469.00,312.00,492407.00,93557.33,398849.67,2926.62,599
7425,7406.00,364.00,478.00,237.00,388465.00,81577.65,306887.35,2251.83,500
7426,7730.00,410.00,457.00,201.00,470367.00,122295.42,348071.58,2554.03,502
7427,3146.00,256.00,366.00,336.00,289726.00,57945.20,231780.80,1389.64,675
7428,4943.00,321.00,455.00,269.00,462295.00,78590.15,383704.85,2815.49,588
7429,6505.00,204.00,494.00,241.00,356471.00,46341.23,310129.77,1307.52,810
7430,8694.00,466.00,417.00,436.00,305449.00,54980.82,250468.18,1344.57,742
7431,8274.00,317.00,362.00,228.00,367988.00,62557.96,305430.04,2241.14,586
7432,2079.00,201.00,360.00,304.00,292001.00,46720.16,245280.84,1034.11,807
7433,4833.00,263.00,498.00,419.00,424893.00,50987.16,373905.84,1785.08,751
7434,7946.00,446.00,453.00,304.00,259754.00,67536.04,192217.96,1410.43,537
7435,4786.00,438.00,375.00,319.00,233578.00,21022.02,212555.98,1274.38,695
7436,6857.00,390.00,494.00,224.00,247580.00,39612.80,207967.20,1525.99,569
7437,3996.00,223.00,458.00,422.00,376978.00,101784.06,275193.94,1830.87,637
7438,4542.00,404.00,464.00,382.00,257075.00,61698.00,195377.00,1048.83,745
7439,5396.00,335.00,448.00,407.00,257076.00,23136.84,233939.16,1116.86,791
7440,6915.00,439.00,442.00,378.00,364682.00,43761.84,320920.16,2135.09,622
7441,8171.00,291.00,438.00,402.00,328285.00,59091.30,269193.70,1975.25,548
7442,7358.00,331.00,408.00,357.00,474264.00,94852.80,379411.20,2274.76,656
7443,2907.00,208.00,440.00,201.00,240949.00,14456.94,226492.06,1215.86,743
7444,8923.00,470.00,486.00,347.00,495142.00,69319.88,425822.12,3124.53,503
7445,5498.00,422.00,384.00,403.00,297256.00,74314.00,222942.00,1483.24,641
7446,6263.00,477.00,473.00,376.00,366910.00,51367.40,315542.60,1506.45,758
7447,6388.00,333.00,476.00,442.00,379580.00,37958.00,341622.00,2506.70,529
